QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,,,,,CITY,,,COUNTRY,,,,DEALSIZE
20,60.69,8,1213.8,06-03-2003 00:00,Shipped,2,6,2003,Classic Cars,57,S24_1444,,,,,NYC,,,USA,,,,Small
20,54.33,2,1086.6,08-01-2003 00:00,Shipped,3,8,2003,Classic Cars,57,S24_1444,,,,,Espoo,,,Finland,,,,Small
25,65.31,4,1632.75,9/25/2003 0:00,Shipped,3,9,2003,Classic Cars,57,S24_1444,,,,,South Brisbane,,,Australia,,,,Small
25,69.36,9,1734,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,57,S24_1444,,,,,Singapore,,,Singapore,,,,Small
27,68.78,8,1857.06,11-06-2003 00:00,Shipped,4,11,2003,Classic Cars,57,S24_1444,,,,,Reggio Emilia,,,Italy,,,,Small
31,60.11,3,1863.41,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,57,S24_1444,,,,,Sevilla,,,Spain,,,,Small
44,66.47,3,2924.68,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,57,S24_1444,,,,,White Plains,,,USA,,,,Small
49,46.82,4,2294.18,12-09-2003 00:00,Shipped,4,12,2003,Classic Cars,57,S24_1444,,,,,Boston,,,USA,,,,Small
26,56.07,8,1457.82,02-12-2004 00:00,Shipped,1,2,2004,Classic Cars,57,S24_1444,,,,,Dublin,,,Ireland,,,,Small
36,54.33,6,1955.88,3/15/2004 0:00,Shipped,1,3,2004,Classic Cars,57,S24_1444,,,,,Frankfurt,,,Germany,,,,Small
44,52.6,2,2314.4,05-05-2004 00:00,Shipped,2,5,2004,Classic Cars,57,S24_1444,,,,,Madrid,,,Spain,,,,Small
28,46.82,1,1310.96,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,57,S24_1444,,,,,Singapore,,,Singapore,,,,Small
45,64.74,2,2913.3,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,57,S24_1444,,,,,San Rafael,,,USA,,,,Small
29,46.82,11,1357.78,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,57,S24_1444,,,,,San Rafael,,,USA,,,,Small
40,53.75,5,2150,09-08-2004 00:00,Shipped,3,9,2004,Classic Cars,57,S24_1444,,,,,NYC,,,USA,,,,Small
45,61.85,2,2783.25,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,57,S24_1444,,,,,Cambridge,,,USA,,,,Small
44,53.18,11,2339.92,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,57,S24_1444,,,,,Aaarhus,,,Denmark,,,,Small
25,69.16,14,1729,11-05-2004 00:00,Shipped,4,11,2004,Classic Cars,57,S24_1444,,,,,NYC,,,USA,,,,Small
45,100,4,5972.4,11/20/2004 0:00,Shipped,4,11,2004,Classic Cars,57,S24_1444,,,,,Paris,,,France,,,,Medium
48,47.4,4,2275.2,12-01-2004 00:00,Shipped,4,12,2004,Classic Cars,57,S24_1444,,,,,NYC,,,USA,,,,Small
44,60.76,14,2673.44,12-10-2004 00:00,Shipped,4,12,2004,Classic Cars,57,S24_1444,,,,,Madrid,,,Spain,,,,Small
25,97.27,12,2431.75,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,57,S24_1444,,,,,San Rafael,,,USA,,,,Small
22,91.76,2,2018.72,2/22/2005 0:00,Shipped,1,2,2005,Classic Cars,57,S24_1444,,,,,Madrid,,,Spain,,,,Small
31,50.29,2,1558.99,3/15/2005 0:00,Shipped,1,3,2005,Classic Cars,57,S24_1444,,,,,Madrid,,,Spain,,,,Small
21,52.6,2,1104.6,05-03-2005 00:00,Shipped,2,5,2005,Classic Cars,57,S24_1444,,,,,Madrid,,,Spain,,,,Small
55,46.82,1,2575.1,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,57,S24_1444,,,,,Nantes,,,France,,,,Small
25,100,3,2845.75,2/24/2003 0:00,Shipped,1,2,2003,Motorcycles,112,S24_1578,,,,,NYC,,,USA,,,,Small
35,98.05,1,3431.75,4/29/2003 0:00,Shipped,2,4,2003,Motorcycles,112,S24_1578,,,,,Melbourne,,,Australia,,,,Medium
35,93.54,3,3273.9,07-01-2003 00:00,Shipped,3,7,2003,Motorcycles,112,S24_1578,,,,,Paris,,,France,,,,Medium
43,95.8,7,4119.4,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,112,S24_1578,,,,,Pasadena,,,USA,,,,Medium
44,100,15,5355.68,10-10-2003 00:00,Shipped,4,10,2003,Motorcycles,112,S24_1578,,,,,San Francisco,,,USA,,,,Medium
50,100,2,5747.5,10/28/2003 0:00,Shipped,4,10,2003,Motorcycles,112,S24_1578,,,,,Burlingame,,,USA,,,,Medium
48,100,10,5355.36,11-11-2003 00:00,Shipped,4,11,2003,Motorcycles,112,S24_1578,,,,,Lille,,,France,,,,Medium
25,100,2,2535.75,11/18/2003 0:00,Shipped,4,11,2003,Motorcycles,112,S24_1578,,,,,Bergen,,,Norway,,,,Small
39,100,3,4351.23,12-01-2003 00:00,Shipped,4,12,2003,Motorcycles,112,S24_1578,,,,,San Francisco,,,USA,,,,Medium
25,90.16,15,2254,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,112,S24_1578,,,,,Paris,,,France,,,,Small
32,91.29,2,2921.28,2/20/2004 0:00,Shipped,1,2,2004,Motorcycles,112,S24_1578,,,,,Melbourne,,,Australia,,,,Small
20,100,8,2299,04-05-2004 00:00,Shipped,2,4,2004,Motorcycles,112,S24_1578,,,,,NYC,,,USA,,,,Small
26,100,3,2637.18,5/18/2004 0:00,Shipped,2,5,2004,Motorcycles,112,S24_1578,,,,,Newark,,,USA,,,,Small
42,100,3,4307.52,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,112,S24_1578,,,,,Bridgewater,,,USA,,,,Medium
21,100,2,2153.76,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,112,S24_1578,,,,,Nantes,,,France,,,,Small
34,100,7,3716.88,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,112,S24_1578,,,,,Cambridge,,,USA,,,,Medium
47,100,10,5455.76,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,112,S24_1578,,,,,Helsinki,,,Finland,,,,Medium
21,100,6,2650.62,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,112,S24_1578,,,,,Stavern,,,Norway,,,,Small
48,100,2,6437.28,11-02-2004 00:00,Shipped,4,11,2004,Motorcycles,112,S24_1578,,,,,Allentown,,,USA,,,,Medium
30,87.78,7,2633.4,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,112,S24_1578,,,,,NYC,,,USA,,,,Small
27,84.39,10,2278.53,11/23/2004 0:00,Shipped,4,11,2004,Motorcycles,112,S24_1578,,,,,Minato-ku,,,Japan,,,,Small
50,96.92,2,4846,01-05-2005 00:00,Shipped,1,1,2005,Motorcycles,112,S24_1578,,,,,Burlingame,,,USA,,,,Medium
38,100,6,4197.1,02-02-2005 00:00,Shipped,1,2,2005,Motorcycles,112,S24_1578,,,,,South Brisbane,,,Australia,,,,Medium
45,100,1,4597.65,03-03-2005 00:00,Shipped,1,3,2005,Motorcycles,112,S24_1578,,,,,Boras,,,Sweden,,,,Medium
46,100,8,5287.7,04-08-2005 00:00,Shipped,2,4,2005,Motorcycles,112,S24_1578,,,,,Liverpool,,,UK,,,,Medium
35,100,3,3550.05,5/13/2005 0:00,Disputed,2,5,2005,Motorcycles,112,S24_1578,,,,,Madrid,,,Spain,,,,Medium
29,59.37,15,1721.73,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,50,S24_1628,,,,,Manchester,,,UK,,,,Small
50,59.87,1,2993.5,5/20/2003 0:00,Shipped,2,5,2003,Classic Cars,50,S24_1628,,,,,Nantes,,,France,,,,Small
26,49.81,1,1295.06,07-10-2003 00:00,Shipped,3,7,2003,Classic Cars,50,S24_1628,,,,,Reims,,,France,,,,Small
47,56.85,8,2671.95,09-11-2003 00:00,Shipped,3,9,2003,Classic Cars,50,S24_1628,,,,,North Sydney,,,Australia,,,,Small
23,53.33,7,1226.59,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,50,S24_1628,,,,,Aaarhus,,,Denmark,,,,Small
34,42.76,5,1453.84,11-05-2003 00:00,Shipped,4,11,2003,Classic Cars,50,S24_1628,,,,,Bridgewater,,,USA,,,,Small
34,53.83,1,1830.22,11-12-2003 00:00,Shipped,4,11,2003,Classic Cars,50,S24_1628,,,,,Bergen,,,Norway,,,,Small
47,53.83,6,2530.01,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,50,S24_1628,,,,,Nashua,,,USA,,,,Small
45,49.81,12,2241.45,12-02-2003 00:00,Shipped,4,12,2003,Classic Cars,50,S24_1628,,,,,NYC,,,USA,,,,Small
45,53.33,5,2399.85,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,50,S24_1628,,,,,Madrid,,,Spain,,,,Small
36,43.27,3,1557.72,2/26/2004 0:00,Shipped,1,2,2004,Classic Cars,50,S24_1628,,,,,San Diego,,,USA,,,,Small
21,40.25,10,845.25,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,50,S24_1628,,,,,Strasbourg,,,France,,,,Small
28,48.3,1,1352.4,07-06-2004 00:00,Shipped,3,7,2004,Classic Cars,50,S24_1628,,,,,Reggio Emilia,,,Italy,,,,Small
35,45.28,1,1584.8,08-06-2004 00:00,Shipped,3,8,2004,Classic Cars,50,S24_1628,,,,,Las Vegas,,,USA,,,,Small
50,52.32,13,2616,09-01-2004 00:00,Shipped,3,9,2004,Classic Cars,50,S24_1628,,,,,Singapore,,,Singapore,,,,Small
22,51.32,3,1129.04,10-05-2003 00:00,Shipped,4,10,2003,Classic Cars,50,S24_1628,,,,,Oslo,,,Norway,,,,Small
45,49.3,8,2218.5,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,50,S24_1628,,,,,Madrid,,,Spain,,,,Small
48,42.26,5,2028.48,11-04-2004 00:00,Shipped,4,11,2004,Classic Cars,50,S24_1628,,,,,New Bedford,,,USA,,,,Small
20,87.96,5,1759.2,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,50,S24_1628,,,,,Manchester,,,UK,,,,Small
27,36.21,6,977.67,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,50,S24_1628,,,,,Reims,,,France,,,,Small
38,38.5,11,1463,01-12-2005 00:00,Resolved,1,1,2005,Classic Cars,50,S24_1628,,,,,Pasadena,,,USA,,,,Small
32,100,3,3970.56,02-10-2005 00:00,Shipped,1,2,2005,Classic Cars,50,S24_1628,,,,,Madrid,,,Spain,,,,Medium
64,40.25,10,2576,4/22/2005 0:00,On Hold,2,4,2005,Classic Cars,50,S24_1628,,,,,San Jose,,,USA,,,,Small
37,60.37,13,2233.69,5/29/2005 0:00,In Process,2,5,2005,Classic Cars,50,S24_1628,,,,,Chatswood,,,Australia,,,,Small
28,88.63,4,2481.64,2/17/2003 0:00,Shipped,1,2,2003,Planes,109,S24_1785,,,,,Bergamo,,,Italy,,,,Small
39,100,10,4651.53,4/29/2003 0:00,Shipped,2,4,2003,Planes,109,S24_1785,,,,,Melbourne,,,Australia,,,,Medium
41,94.1,5,3858.1,6/27/2003 0:00,Shipped,2,6,2003,Planes,109,S24_1785,,,,,Madrid,,,Spain,,,,Medium
40,87.54,16,3501.6,8/25/2003 0:00,Shipped,3,8,2003,Planes,109,S24_1785,,,,,Pasadena,,,USA,,,,Medium
49,100,11,6433.7,10/28/2003 0:00,Shipped,4,10,2003,Planes,109,S24_1785,,,,,Burlingame,,,USA,,,,Medium
27,98.48,9,2658.96,01-12-2004 00:00,Shipped,1,1,2004,Planes,109,S24_1785,,,,,Osaka,,,Japan,,,,Small
34,100,11,3608.76,2/20/2004 0:00,Shipped,1,2,2004,Planes,109,S24_1785,,,,,Melbourne,,,Australia,,,,Medium
23,96.29,5,2214.67,04-02-2004 00:00,Shipped,2,4,2004,Planes,109,S24_1785,,,,,Tsawassen,,,Canada,,,,Small
31,88.63,6,2747.53,05-11-2004 00:00,Shipped,2,5,2004,Planes,109,S24_1785,,,,,San Jose,,,USA,,,,Small
34,97.38,1,3310.92,6/24/2004 0:00,Cancelled,2,6,2004,Planes,109,S24_1785,,,,,Madrid,,,Spain,,,,Medium
25,95.2,11,2380,7/23/2004 0:00,Shipped,3,7,2004,Planes,109,S24_1785,,,,,Nantes,,,France,,,,Small
22,100,3,2310.88,8/21/2004 0:00,Shipped,3,8,2004,Planes,109,S24_1785,,,,,Oslo,,,Norway,,,,Small
32,100,6,4061.76,9/16/2004 0:00,Shipped,3,9,2004,Planes,109,S24_1785,,,,,Dublin,,,Ireland,,,,Medium
31,100,9,3493.7,10/15/2004 0:00,Shipped,4,10,2004,Planes,109,S24_1785,,,,,White Plains,,,USA,,,,Medium
25,100,1,2872.25,11-01-2004 00:00,Shipped,4,11,2004,Planes,109,S24_1785,,,,,Cowes,,,UK,,,,Small
47,87.54,14,4114.38,11-12-2004 00:00,Shipped,4,11,2004,Planes,109,S24_1785,,,,,Bergamo,,,Italy,,,,Medium
21,50.65,7,1063.65,11/23/2004 0:00,Shipped,4,11,2004,Planes,109,S24_1785,,,,,Minato-ku,,,Japan,,,,Small
28,71.73,2,2008.44,12-04-2004 00:00,Shipped,4,12,2004,Planes,109,S24_1785,,,,,Glendale,,,USA,,,,Small
46,94.1,3,4328.6,02-02-2005 00:00,Shipped,1,2,2005,Planes,109,S24_1785,,,,,South Brisbane,,,Australia,,,,Medium
33,41.71,11,1376.43,03-01-2005 00:00,Resolved,1,3,2005,Planes,109,S24_1785,,,,,Madrid,,,Spain,,,,Small
43,100,16,5552.16,3/30/2005 0:00,Shipped,1,3,2005,Planes,109,S24_1785,,,,,Reims,,,France,,,,Medium
38,96.29,5,3659.02,04-03-2005 00:00,On Hold,2,4,2005,Planes,109,S24_1785,,,,,Newark,,,USA,,,,Medium
47,88.63,6,4165.61,05-10-2005 00:00,Shipped,2,5,2005,Planes,109,S24_1785,,,,,Reggio Emilia,,,Italy,,,,Medium
45,31.2,3,1404,01-09-2003 00:00,Shipped,1,1,2003,Vintage Cars,33,S24_1937,,,,,Frankfurt,,,Germany,,,,Small
20,35.51,3,710.2,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,33,S24_1937,,,,,Manchester,,,UK,,,,Small
45,37.84,2,1702.8,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,33,S24_1937,,,,,Las Vegas,,,USA,,,,Small
36,33.19,7,1194.84,09-12-2003 00:00,Shipped,3,9,2003,Vintage Cars,33,S24_1937,,,,,Brisbane,,,USA,,,,Small
37,27.22,5,1007.14,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,33,S24_1937,,,,,San Francisco,,,USA,,,,Small
31,31.53,9,977.43,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,33,S24_1937,,,,,Bergamo,,,Italy,,,,Small
39,36.84,6,1436.76,11-12-2003 00:00,Shipped,4,11,2003,Vintage Cars,33,S24_1937,,,,,San Rafael,,,USA,,,,Small
26,29.21,10,759.46,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,S24_1937,,,,,Glen Waverly,,,Australia,,,,Small
32,37.17,5,1189.44,12-03-2003 00:00,Shipped,4,12,2003,Vintage Cars,33,S24_1937,,,,,Madrid,,,Spain,,,,Small
20,34.19,3,683.8,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,33,S24_1937,,,,,Madrid,,,Spain,,,,Small
42,29.21,6,1226.82,03-02-2004 00:00,Shipped,1,3,2004,Vintage Cars,33,S24_1937,,,,,Lyon,,,France,,,,Small
33,29.54,1,974.82,4/26/2004 0:00,Shipped,2,4,2004,Vintage Cars,33,S24_1937,,,,,Boston,,,USA,,,,Small
20,28.88,12,577.6,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,33,S24_1937,,,,,Torino,,,Italy,,,,Small
29,38.17,1,1106.93,09-01-2004 00:00,Shipped,3,9,2004,Vintage Cars,33,S24_1937,,,,,Singapore,,,Singapore,,,,Small
23,30.2,16,694.6,10-11-2004 00:00,Shipped,4,10,2004,Vintage Cars,33,S24_1937,,,,,Versailles,,,France,,,,Small
39,29.54,13,1152.06,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,33,S24_1937,,,,,San Rafael,,,USA,,,,Small
20,100,3,2624,11-04-2004 00:00,Shipped,4,11,2004,Vintage Cars,33,S24_1937,,,,,Nashua,,,USA,,,,Small
45,81.91,6,3685.95,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,S24_1937,,,,,Manchester,,,UK,,,,Medium
20,35.18,6,703.6,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,S24_1937,,,,,Marseille,,,France,,,,Small
48,100,5,9720,12-09-2004 00:00,Shipped,4,12,2004,Vintage Cars,33,S24_1937,,,,,Paris,,,France,,,,Large
23,36.29,13,834.67,01-12-2005 00:00,Resolved,1,1,2005,Vintage Cars,33,S24_1937,,,,,Pasadena,,,USA,,,,Small
32,70.56,4,2257.92,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,33,S24_1937,,,,,Madrid,,,Spain,,,,Small
33,100,8,8344.71,03-09-2005 00:00,Shipped,1,3,2005,Vintage Cars,33,S24_1937,,,,,North Sydney,,,Australia,,,,Large
61,29.54,1,1801.94,4/23/2005 0:00,Shipped,2,4,2005,Vintage Cars,33,S24_1937,,,,,Singapore,,,Singapore,,,,Small
45,26.88,1,1209.6,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,33,S24_1937,,,,,Chatswood,,,Australia,,,,Small
38,83.03,7,3155.14,2/24/2003 0:00,Shipped,1,2,2003,Motorcycles,76,S24_2000,,,,,NYC,,,USA,,,,Medium
34,83.79,5,2848.86,4/29/2003 0:00,Shipped,2,4,2003,Motorcycles,76,S24_2000,,,,,Melbourne,,,Australia,,,,Small
43,83.03,7,3570.29,07-01-2003 00:00,Shipped,3,7,2003,Motorcycles,76,S24_2000,,,,,Paris,,,France,,,,Medium
47,83.03,11,3902.41,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,76,S24_2000,,,,,Pasadena,,,USA,,,,Medium
22,67.03,1,1474.66,10-10-2003 00:00,Shipped,4,10,2003,Motorcycles,76,S24_2000,,,,,Stavern,,,Norway,,,,Small
29,75.41,6,2186.89,10/28/2003 0:00,Shipped,4,10,2003,Motorcycles,76,S24_2000,,,,,Burlingame,,,USA,,,,Small
28,68.55,14,1919.4,11-11-2003 00:00,Shipped,4,11,2003,Motorcycles,76,S24_2000,,,,,Lille,,,France,,,,Small
40,91.4,6,3656,11/18/2003 0:00,Shipped,4,11,2003,Motorcycles,76,S24_2000,,,,,Bergen,,,Norway,,,,Medium
25,73.88,7,1847,12-01-2003 00:00,Shipped,4,12,2003,Motorcycles,76,S24_2000,,,,,San Francisco,,,USA,,,,Small
30,61.7,4,1851,01-12-2004 00:00,Shipped,1,1,2004,Motorcycles,76,S24_2000,,,,,Osaka,,,Japan,,,,Small
38,69.31,6,2633.78,2/20/2004 0:00,Shipped,1,2,2004,Motorcycles,76,S24_2000,,,,,Melbourne,,,Australia,,,,Small
36,87.6,3,3153.6,04-03-2004 00:00,Shipped,2,4,2004,Motorcycles,76,S24_2000,,,,,Philadelphia,,,USA,,,,Medium
32,87.6,1,2803.2,05-11-2004 00:00,Shipped,2,5,2004,Motorcycles,76,S24_2000,,,,,San Jose,,,USA,,,,Small
37,62.46,7,2311.02,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,76,S24_2000,,,,,Bridgewater,,,USA,,,,Small
30,79.98,6,2399.4,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,76,S24_2000,,,,,Nantes,,,France,,,,Small
39,70.08,11,2733.12,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,76,S24_2000,,,,,Cambridge,,,USA,,,,Small
32,65.51,1,2096.32,9/16/2004 0:00,Shipped,3,9,2004,Motorcycles,76,S24_2000,,,,,Dublin,,,Ireland,,,,Small
47,63.22,4,2971.34,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,76,S24_2000,,,,,White Plains,,,USA,,,,Small
26,86.83,6,2257.58,11-02-2004 00:00,Shipped,4,11,2004,Motorcycles,76,S24_2000,,,,,Allentown,,,USA,,,,Small
37,94.43,4,3493.91,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,76,S24_2000,,,,,NYC,,,USA,,,,Medium
55,79.98,8,4398.9,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,76,S24_2000,,,,,Barcelona,,,Spain,,,,Medium
21,100,8,3595.62,01-06-2005 00:00,Shipped,1,1,2005,Motorcycles,76,S24_2000,,,,,Espoo,,,Finland,,,,Medium
23,100,9,2443.29,02-03-2005 00:00,Shipped,1,2,2005,Motorcycles,76,S24_2000,,,,,Nantes,,,France,,,,Small
49,81.4,2,3988.6,03-03-2005 00:00,Shipped,1,3,2005,Motorcycles,76,S24_2000,,,,,Boras,,,Sweden,,,,Medium
59,87.6,3,5168.4,04-07-2005 00:00,Shipped,2,4,2005,Motorcycles,76,S24_2000,,,,,Paris,,,France,,,,Medium
32,87.6,1,2803.2,05-10-2005 00:00,Shipped,2,5,2005,Motorcycles,76,S24_2000,,,,,Reggio Emilia,,,Italy,,,,Small
43,100,9,6341.21,02-11-2003 00:00,Shipped,1,2,2003,Ships,122,S24_2011,,,,,Kobenhavn,,,Denmark,,,,Medium
41,100,3,5189.78,4/16/2003 0:00,Shipped,2,4,2003,Ships,122,S24_2011,,,,,Singapore,,,Singapore,,,,Medium
45,100,9,6027.75,06-12-2003 00:00,Shipped,2,6,2003,Ships,122,S24_2011,,,,,London,,,UK,,,,Medium
33,100,6,3366,08-08-2003 00:00,Shipped,3,8,2003,Ships,122,S24_2011,,,,,San Rafael,,,USA,,,,Medium
40,100,5,5456.4,9/28/2003 0:00,Shipped,3,9,2003,Ships,122,S24_2011,,,,,Madrid,,,Spain,,,,Medium
33,100,16,3812.16,10/23/2003 0:00,Cancelled,4,10,2003,Ships,122,S24_2011,,,,,Boras,,,Sweden,,,,Medium
50,100,7,6083,11-07-2003 00:00,Shipped,4,11,2003,Ships,122,S24_2011,,,,,Madrid,,,Spain,,,,Medium
30,100,7,3170.7,11/14/2003 0:00,Shipped,4,11,2003,Ships,122,S24_2011,,,,,New Bedford,,,USA,,,,Medium
41,100,13,4534.6,11/26/2003 0:00,Shipped,4,11,2003,Ships,122,S24_2011,,,,,Barcelona,,,Spain,,,,Medium
35,100,7,4301.15,01-02-2004 00:00,Shipped,1,1,2004,Ships,122,S24_2011,,,,,Lyon,,,France,,,,Medium
49,100,1,6804.63,2/18/2004 0:00,Shipped,1,2,2004,Ships,122,S24_2011,,,,,Bruxelles,,,Belgium,,,,Medium
46,100,4,5652.94,3/20/2004 0:00,Shipped,1,3,2004,Ships,122,S24_2011,,,,,Cowes,,,UK,,,,Medium
48,100,10,6960.48,05-07-2004 00:00,Cancelled,2,5,2004,Ships,122,S24_2011,,,,,NYC,,,USA,,,,Medium
36,100,8,4512.6,6/17/2004 0:00,Shipped,2,6,2004,Ships,122,S24_2011,,,,,Montreal,,,Canada,,,,Medium
22,100,11,2784.76,7/21/2004 0:00,Shipped,3,7,2004,Ships,122,S24_2011,,,,,Bruxelles,,,Belgium,,,,Small
42,100,13,5316.36,8/20/2004 0:00,Shipped,3,8,2004,Ships,122,S24_2011,,,,,Tsawassen,,,Canada,,,,Medium
21,100,2,2941.89,09-09-2004 00:00,Shipped,3,9,2004,Ships,122,S24_2011,,,,,Torino,,,Italy,,,,Small
29,100,7,3207.4,10/14/2004 0:00,Shipped,4,10,2004,Ships,122,S24_2011,,,,,Manchester,,,UK,,,,Medium
35,100,6,4215.05,10/29/2004 0:00,Shipped,4,10,2004,Ships,122,S24_2011,,,,,Nantes,,,France,,,,Medium
41,100,4,4333.29,11-09-2004 00:00,Shipped,4,11,2004,Ships,122,S24_2011,,,,,Lule,,,Sweden,,,,Medium
29,71.97,4,2087.13,11/21/2004 0:00,Shipped,4,11,2004,Ships,122,S24_2011,,,,,NYC,,,USA,,,,Small
34,50.33,7,1711.22,12-02-2004 00:00,Shipped,4,12,2004,Ships,122,S24_2011,,,,,Madrid,,,Spain,,,,Small
37,100,8,3910.53,1/26/2005 0:00,Shipped,1,1,2005,Ships,122,S24_2011,,,,,Minato-ku,,,Japan,,,,Medium
28,80.54,3,2255.12,2/23/2005 0:00,Shipped,1,2,2005,Ships,122,S24_2011,,,,,San Francisco,,,USA,,,,Small
49,100,6,5720.75,3/23/2005 0:00,Shipped,1,3,2005,Ships,122,S24_2011,,,,,San Rafael,,,USA,,,,Medium
23,100,10,3335.23,05-06-2005 00:00,On Hold,2,5,2005,Ships,122,S24_2011,,,,,Boston,,,USA,,,,Medium
46,53.76,2,2472.96,01-09-2003 00:00,Shipped,1,1,2003,Vintage Cars,44,S24_2022,,,,,Frankfurt,,,Germany,,,,Small
39,44.35,2,1729.65,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,44,S24_2022,,,,,Manchester,,,UK,,,,Small
22,45.25,1,995.5,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,44,S24_2022,,,,,Las Vegas,,,USA,,,,Small
49,49.28,6,2414.72,09-12-2003 00:00,Shipped,3,9,2003,Vintage Cars,44,S24_2022,,,,,Brisbane,,,USA,,,,Small
43,36.29,4,1560.47,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,44,S24_2022,,,,,San Francisco,,,USA,,,,Small
27,41.22,8,1112.94,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,44,S24_2022,,,,,Bergamo,,,Italy,,,,Small
31,36.74,5,1138.94,11-12-2003 00:00,Shipped,4,11,2003,Vintage Cars,44,S24_2022,,,,,San Rafael,,,USA,,,,Small
20,50.62,9,1012.4,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,S24_2022,,,,,Glen Waverly,,,Australia,,,,Small
24,38.08,4,913.92,12-03-2003 00:00,Shipped,4,12,2003,Vintage Cars,44,S24_2022,,,,,Madrid,,,Spain,,,,Small
49,47.94,2,2349.06,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,44,S24_2022,,,,,Madrid,,,Spain,,,,Small
24,48.38,5,1161.12,03-02-2004 00:00,Shipped,1,3,2004,Vintage Cars,44,S24_2022,,,,,Lyon,,,France,,,,Small
39,45.25,9,1764.75,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,44,S24_2022,,,,,Madrid,,,Spain,,,,Small
37,45.7,2,1690.9,06-04-2004 00:00,Shipped,2,6,2004,Vintage Cars,44,S24_2022,,,,,Strasbourg,,,France,,,,Small
45,47.49,11,2137.05,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,44,S24_2022,,,,,Torino,,,Italy,,,,Small
45,48.38,4,2177.1,09-03-2004 00:00,Shipped,3,9,2004,Vintage Cars,44,S24_2022,,,,,Bergen,,,Norway,,,,Small
44,39.42,15,1734.48,10-11-2004 00:00,Shipped,4,10,2004,Vintage Cars,44,S24_2022,,,,,Versailles,,,France,,,,Small
23,37.63,12,865.49,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,44,S24_2022,,,,,San Rafael,,,USA,,,,Small
30,100,4,3500.1,11-04-2004 00:00,Shipped,4,11,2004,Vintage Cars,44,S24_2022,,,,,Nashua,,,USA,,,,Medium
26,85.52,10,2223.52,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,S24_2022,,,,,Manchester,,,UK,,,,Small
